price,sqft,bedrooms,bathrooms,year_built,house_age,loc_Downtown,loc_Mountain,loc_Rural,loc_Suburb,loc_Urban,loc_Waterfront,condition_encoded,total_rooms,bath_bed_ratio,is_luxury,is_new,sqft_per_bedroom,log_price
730000.0,0.5835834435652736,0.08945703337056413,0.31048330226890003,1994,-0.5474043522065846,True,False,False,False,False,False,3,0.20542265797855983,0.6652393572735793,1,0,1.2886040413859738,13.500801182986649
312000.0,-0.8464809615450699,-1.1092672137949953,-0.8452045450653395,1959,1.252964800562617,False,False,True,False,False,False,1,-0.9913876102443544,0.01361601023659464,0,0,0.8809046067633481,12.650761671914688
520000.0,-0.2835832701718496,0.08945703337056413,-0.26736062139821976,1990,-0.3416478776043901,False,False,False,False,True,False,2,-0.09377990907716872,-0.63800733680039,0,0,-1.0352827359629897,13.161586013632684
615000.0,-0.009741150044337003,0.08945703337056413,-0.26736062139821976,1986,-0.13589140300219563,True,False,False,False,False,False,2,-0.09377990907716872,-0.63800733680039,0,0,-0.30142375364226437,13.329379172803593
398000.0,-0.8464809615450699,-1.1092672137949953,-0.26736062139821976,1968,0.7900127327076795,False,False,False,True,False,False,1,-0.6921850431886258,1.9684860513475477,0,0,0.8809046067633481,12.894209796826232
537000.0,-0.2835832701718496,0.08945703337056413,-0.26736062139821976,1990,-0.3416478776043901,False,False,False,False,True,False,2,-0.09377990907716872,-0.63800733680039,0,0,-1.0352827359629897,13.19375523568666
1250000.0,1.5420308640115676,1.2881812805361235,1.4661711496031395,2010,-1.3704302506153625,False,False,False,False,False,True,3,1.4022329262014739,0.9910510307920711,1,0,0.5445525731996824,14.038654909278163
527000.0,-0.3444370746446302,0.08945703337056413,-0.26736062139821976,1993,-0.49596523355603594,False,False,False,False,True,False,2,-0.09377990907716872,-0.63800733680039,0,0,-1.1983625098120403,13.174957725054906
1220000.0,1.4963905106569821,1.2881812805361235,1.4661711496031395,2008,-1.2675520133142653,False,False,False,False,False,True,3,1.4022329262014739,0.9910510307920711,1,0,0.4528202004095917,14.014362236381235
401000.0,-0.75215756461226,-1.1092672137949953,-0.8452045450653395,1963,1.0472083259604226,False,False,False,True,False,False,2,-0.9913876102443544,0.01361601023659464,0,0,1.2600650809623897,12.901719200051183
415000.0,-0.7856271570722894,-1.1092672137949953,-0.26736062139821976,1970,0.6871344954065822,False,False,False,True,False,False,2,-0.6921850431886258,1.9684860513475477,0,0,1.1255242675369233,12.936036208848487
587000.0,-0.08580840563531272,0.08945703337056413,-0.26736062139821976,1984,-0.033013165701098406,True,False,False,False,False,False,2,-0.09377990907716872,-0.63800733680039,0,0,-0.5052734709535779,13.282781802386296
502000.0,-0.435717781353801,0.08945703337056413,-0.26736062139821976,1982,0.06986507159999883,False,False,False,False,True,False,2,-0.09377990907716872,-0.63800733680039,0,0,-1.4429821705856154,13.126357390703754
475000.0,-0.48135813470838645,0.08945703337056413,-0.26736062139821976,1978,0.2756215462021933,False,False,False,False,True,False,2,-0.09377990907716872,-0.63800733680039,0,0,-1.565292000972403,13.07107218827772
1190000.0,1.4203232550660065,1.2881812805361235,1.4661711496031395,2006,-1.164673776013168,False,False,False,False,False,True,3,1.4022329262014739,0.9910510307920711,1,0,0.29993291242610726,13.989464705423494
729000.0,0.6140103458016639,0.08945703337056413,0.31048330226890003,1995,-0.5988434708571332,True,False,False,False,False,False,3,0.20542265797855983,0.6652393572735793,1,0,1.3701439283104984,13.499430382731967
485000.0,-0.4509312324719962,0.08945703337056413,-0.26736062139821976,1979,0.22418242755164466,False,False,False,False,True,False,2,-0.09377990907716872,-0.63800733680039,0,0,-1.4837521140478782,13.091906231773164
