sqft,bedrooms,bathrooms,year_built,house_age,loc_Downtown,loc_Mountain,loc_Rural,loc_Suburb,loc_Urban,loc_Waterfront,condition_encoded,total_rooms,bath_bed_ratio,is_luxury,is_new,sqft_per_bedroom,price,log_price
-1.0284206506288427,-1.011778969174817,-0.8385566513510486,1956,1.3436903829863256,False,False,False,True,False,False,2,-0.9460113705652382,-0.06430291618476855,0,0,-0.1129249398531609,495000.0,13.112315061750808
0.5176925622804333,0.16862982819580272,0.3759047057780559,1998,-0.8229182418654825,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,0.855380721254435,752000.0,13.530492932718326
-0.8813928676194521,-1.011778969174817,-0.8385566513510486,1975,0.3635579098390791,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.4729924983966583,319000.0,12.672949516558306
1.4091452255794752,1.3490386255664224,0.9831353843426082,2005,-1.1840196793407838,False,False,False,False,False,True,3,1.1934297290207623,-0.06430291618476855,1,0,0.03509630770468815,1210000.0,14.006131744018864
-0.5517411015036605,-1.011778969174817,-0.23132597278649636,1982,0.002456472363777735,False,False,False,False,True,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.7866810704725686,462000.0,13.043322334563697
-0.6956735627654851,-1.011778969174817,-0.8385566513510486,1963,0.9825889455110243,False,False,False,True,False,False,2,-0.9460113705652382,-0.06430291618476855,0,0,1.2130987361859036,401000.0,12.901719200051183
1.1739007727644504,0.16862982819580272,0.3759047057780559,2001,-0.9776760007834687,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,2.5987420813802133,891000.0,13.700100828786772
-1.190925042376064,-1.011778969174817,-1.4457873299156008,1952,1.5500340615436405,False,False,True,False,False,False,1,-1.2516458133632382,-1.9485279020640396,0,0,-0.7605178979187506,276000.0,12.52815976788113
2.5667955591692033,2.529447422937042,2.804827420036265,2012,-1.5451211168160852,False,False,False,False,False,True,3,2.7216019430107625,1.0662320753427943,1,1,-0.032746764092659336,1261750.0,14.048010996752225
-0.2809004485916252,0.16862982819580272,-0.23132597278649636,1993,-0.5649886436688386,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.2662571604080681,527000.0,13.174957725054906
-1.031515972376409,-1.011778969174817,-0.8385566513510486,1965,0.8794171062323667,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,-0.125260043816315,338000.0,12.73080413304066
0.05958494364064777,0.16862982819580272,-0.23132597278649636,1986,-0.2038872061935373,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.3616828697767679,615000.0,13.329379172803593
-0.8380583631535264,-1.011778969174817,-0.8385566513510486,1958,1.240518543707668,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.6456839538808156,298000.0,12.604852121186608
1.3286668601427563,1.3490386255664224,1.5903660629071603,2003,-1.0808478400621262,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,-0.125260043816315,1140000.0,13.946539697563276
-0.4124516228631852,0.16862982819580272,-0.23132597278649636,1979,0.157214231281764,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.6157517726974344,482000.0,13.085701467719382
-0.7297221019887123,-1.011778969174817,-0.23132597278649636,1970,0.6214875080357228,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.0774125925912086,425000.0,12.959846800844963
0.694125901891702,0.16862982819580272,0.3759047057780559,1995,-0.6681604829474962,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.3241146718542904,729000.0,13.499430382731967
-1.2559267990749523,-1.011778969174817,-1.4457873299156008,1948,1.7563777401009557,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-1.0195550811449865,251000.0,12.433212202169729
1.0810411203374668,1.3490386255664224,0.9831353843426082,2008,-1.33877743825877,False,True,False,False,False,False,3,1.1934297290207623,-0.06430291618476855,1,0,-0.6186642023424785,890000.0,13.698977865303197
-0.24994723111596404,0.16862982819580272,-0.23132597278649636,1988,-0.3070590454721948,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.1840231339870413,512000.0,13.146081857144738
-0.8844881893670182,-1.011778969174817,-0.8385566513510486,1962,1.034174865150353,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.4606573944335042,375000.0,12.834683971615659
-0.06422792626199696,0.16862982819580272,-0.23132597278649636,1982,0.002456472363777735,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.6906189754608778,552000.0,13.221305136851795
-0.6832922757752206,-1.011778969174817,-0.8385566513510486,1972,0.5183156687570654,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.2624391520385199,348000.0,12.759960632315702
1.9941610358694715,1.3490386255664224,2.197596741471713,2015,-1.6998788757340715,False,False,False,False,False,True,3,1.8046986146167625,1.8199220696945024,1,1,1.2007636322227495,1261750.0,14.048010996752225
-0.327330274805117,0.16862982819580272,-0.23132597278649636,1980,0.10562831164243526,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.389608200039609,492000.0,13.106236027992704
-0.5594794058725758,0.16862982819580272,-0.23132597278649636,1975,0.3635579098390791,False,False,False,True,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-2.0063633981973137,440000.0,12.994532278619134
0.353640509659429,0.16862982819580272,0.3759047057780559,1990,-0.41023088475085234,True,False,False,False,False,False,2,0.2765264006267621,0.563772079108322,0,0,0.4195403812229901,682000.0,13.432786403100184
-1.1475905379101383,-1.011778969174817,-1.4457873299156008,1950,1.6532059008222981,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-0.5878264424345934,261000.0,12.472279517715116
1.638199034899368,1.3490386255664224,1.5903660629071603,2010,-1.4419492775374276,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,0.4914951543413894,1250000.0,14.038654909278163
-0.1725641874268111,0.16862982819580272,0.3759047057780559,1995,-0.6681604829474962,False,False,False,False,True,False,2,0.2765264006267621,0.563772079108322,0,0,-0.9784380679344723,535000.0,13.190023895035274
-0.7916285369400347,-1.011778969174817,-0.23132597278649636,1968,0.7246593473143804,False,False,False,True,False,False,1,-0.6403769277672382,1.8199220696945024,0,0,0.8307105133281268,398000.0,12.894209796826232
-0.01779810004850518,0.16862982819580272,-0.23132597278649636,1984,-0.10071536691487978,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.567267935829337,587000.0,13.282781802386296
-0.7297221019887123,-1.011778969174817,-0.8385566513510486,1962,1.034174865150353,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.0774125925912086,325000.0,12.691583538230217
1.2512838164536033,1.3490386255664224,0.9831353843426082,2000,-0.92609008114414,False,False,False,False,False,True,2,1.1934297290207623,-0.06430291618476855,0,0,-0.2794488433557411,1090000.0,13.901689171636098
-0.37376010101860874,0.16862982819580272,-0.23132597278649636,1982,0.002456472363777735,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.51295923967115,502000.0,13.126357390703754
-0.6832922757752206,-1.011778969174817,-0.23132597278649636,1972,0.5183156687570654,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.2624391520385199,420000.0,12.948012371209098
0.5548364232512266,0.16862982819580272,0.3759047057780559,1992,-0.5134027240295099,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,0.9540615529596678,695000.0,13.451668563394815
-1.1011607116966464,-1.011778969174817,-1.4457873299156008,1953,1.4984481419043119,False,False,True,False,False,False,1,-1.2516458133632382,-1.9485279020640396,0,0,-0.402799882987282,279000.0,12.53897064502647
2.3036932106260832,2.529447422937042,2.197596741471713,2018,-1.8546366346520577,False,False,False,False,False,True,3,2.4159675002127625,0.312542080991086,1,1,-0.4521402988398983,1261750.0,14.048010996752225
-0.21899401364030285,0.16862982819580272,-0.23132597278649636,1990,-0.41023088475085234,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.1017891075660131,537000.0,13.19375523568666
-0.9463946243183406,-1.011778969174817,-0.8385566513510486,1960,1.1373467044290104,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.21395531517042243,357000.0,12.785493861878301
0.013155117427156002,0.16862982819580272,-0.23132597278649636,1985,-0.15230128655420855,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.48503390940830876,582000.0,13.274227444925158
-0.7916285369400347,-1.011778969174817,-0.8385566513510486,1959,1.1889326240683393,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.8307105133281268,312000.0,12.650761671914688
1.4834329475210621,1.3490386255664224,1.5903660629071603,2005,-1.1840196793407838,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,0,0.1831175552625372,1170000.0,13.972515161474428
-0.4201899272321005,0.16862982819580272,-0.23132597278649636,1978,0.20880015092109278,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.636310279302691,475000.0,13.07107218827772
-0.7297221019887123,-1.011778969174817,-0.23132597278649636,1970,0.6214875080357228,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.0774125925912086,415000.0,12.936036208848487
0.7560323368430243,0.16862982819580272,0.3759047057780559,1997,-0.7713323222261537,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.4885827246963454,748000.0,13.525159593854116
-1.3023566252884442,-1.011778969174817,-1.4457873299156008,1947,1.8079636597402844,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-1.2045816405922978,249000.0,12.425212191503038
1.6846288611128597,1.3490386255664224,1.5903660629071603,2012,-1.5451211168160852,False,False,False,False,False,True,3,1.4990641718187625,0.8778095767548669,1,1,0.5840084340650451,1261750.0,14.048010996752225
-0.21899401364030285,0.16862982819580272,-0.23132597278649636,1990,-0.41023088475085234,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.1017891075660131,520000.0,13.161586013632684
-0.8380583631535264,-1.011778969174817,-0.8385566513510486,1965,0.8794171062323667,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.6456839538808156,380000.0,12.847929163278053
0.13696798732980073,0.16862982819580272,-0.23132597278649636,1988,-0.3070590454721948,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.1560978037242002,620000.0,13.3374763699232
-0.7916285369400347,-1.011778969174817,-0.8385566513510486,1960,1.1373467044290104,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.8307105133281268,302000.0,12.618185607609803
2.056067470820794,2.529447422937042,2.197596741471713,2017,-1.803050715012729,False,False,False,False,False,True,3,2.4159675002127625,0.312542080991086,1,1,-0.8468636256608292,1261750.0,14.048010996752225
-0.37376010101860874,0.16862982819580272,-0.23132597278649636,1981,0.054042392003106496,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.51295923967115,495000.0,13.112315061750808
-0.6368624495617288,-1.011778969174817,-0.23132597278649636,1972,0.5183156687570654,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.4474657114858314,430000.0,12.971542813248437
0.6012662494647184,0.16862982819580272,0.3759047057780559,1993,-0.5649886436688386,True,False,False,False,False,False,3,0.2765264006267621,0.563772079108322,1,0,1.0774125925912086,710000.0,13.47302165746721
-1.19402036412363,-1.011778969174817,-1.4457873299156008,1950,1.6532059008222981,False,False,True,False,False,False,0,-1.2516458133632382,-1.9485279020640396,0,0,-0.7728530018819046,258000.0,12.460718739865236
1.220330598977942,1.3490386255664224,0.9831353843426082,2010,-1.4419492775374276,False,True,False,False,False,False,3,1.1934297290207623,-0.06430291618476855,1,0,-0.34112436317151157,982000.0,13.797347605666022
-0.1416109699511499,0.16862982819580272,0.3759047057780559,1992,-0.5134027240295099,False,False,False,False,True,False,2,0.2765264006267621,0.563772079108322,0,0,-0.8962040415134456,529000.0,13.178745601197818
-0.8844881893670182,-1.011778969174817,-0.8385566513510486,1962,1.034174865150353,False,False,False,True,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,0.4606573944335042,368000.0,12.81584093453868
0.05958494364064777,0.16862982819580272,-0.23132597278649636,1986,-0.2038872061935373,True,False,False,False,False,False,2,-0.029108042171238,-0.6923779114778591,0,0,-0.3616828697767679,595000.0,13.296318365198623
-0.6832922757752206,-1.011778969174817,-0.8385566513510486,1968,0.7246593473143804,False,False,True,False,False,False,1,-0.9460113705652382,-0.06430291618476855,0,0,1.2624391520385199,335000.0,12.721888795877375
1.9013013834424881,1.3490386255664224,2.197596741471713,2014,-1.6482929560947426,False,False,False,False,False,True,3,1.8046986146167625,1.8199220696945024,1,1,1.0157370727754382,1261750.0,14.048010996752225
-0.38923670975643937,0.16862982819580272,-0.23132597278649636,1979,0.157214231281764,False,False,False,False,True,False,2,-0.029108042171238,-0.6923779114778591,0,0,-1.554076252881664,485000.0,13.091906231773164
-0.6678156670373899,-1.011778969174817,-0.23132597278649636,1971,0.5699015883963942,False,False,False,True,False,False,2,-0.6403769277672382,1.8199220696945024,0,0,1.3241146718542904,428000.0,12.966880811009803
